especificacion,k,silhouette,wssse,cluster_menor_pct,cluster_mayor_pct,tamanos,wssse_reduccion_pct
sin_salario,2,0.5544815141856191,106717.38804687715,27.541725601131542,72.45827439886845,"[14604, 38421]",
sin_salario,3,0.44284805006439926,84468.1452263779,13.535124941065535,55.62281942479962,"[16354, 7177, 29494]",20.85
sin_salario,4,0.47603685766438986,64438.20803213368,12.950495049504951,46.18198962753418,"[12742, 8928, 24488, 6867]",23.71
sin_salario,5,0.4907947528127746,56848.750531516474,4.931636020744931,45.39556812824139,"[8541, 2615, 7528, 24071, 10270]",11.78
con_salario,2,0.4710133420545064,159174.0645354035,28.15275813295615,71.84724186704385,"[38097, 14928]",
con_salario,3,0.47486486266681016,125145.26172199482,17.708628005657708,62.666666666666664,"[33229, 10406, 9390]",21.38
con_salario,4,0.4113397593416239,107386.6605264213,15.322960867515324,51.5964167845356,"[8562, 8125, 27359, 8979]",14.19
con_salario,5,0.38674899727590384,91789.02463805892,10.65912305516266,39.63790664780764,"[13019, 5652, 6751, 6585, 21018]",14.52
